date,timepoint,coral_ID,treatment_temp,polyp_count,BW_1,BW_2,BW_3,temp,pH,DO,,,,,,,,,,,,,,,,,,,,,,,
8/6/22,end,RII,22,45,4.96,4.96,4.96,21.91,7.87,47.5,,,,,,,,,,,,,,,,,,,,,,,
8/6/22,end,NCJ,22,23,0.72,0.72,0.72,21.91,7.87,47.5,,,,,,,,,,,,,,,,,,,,,,,
8/6/22,end,MAL,22,20,2.01,2.01,2.01,21.91,7.87,47.5,,,,,,,,,,,,,,,,,,,,,,,
8/6/22,end,RIM,22,24,2.52,2.52,2.52,21.97,7.85,45.8,,,,,,,,,,,,,,,,,,,,,,,
8/6/22,end,NCH,22,21,1.01,1.01,1.01,21.97,7.85,45.8,,,,,,,,,,,,,,,,,,,,,,,
8/6/22,end,RIJ,22,22,2.97,2.97,2.97,21.97,7.85,45.8,,,,,,,,,,,,,,,,,,,,,,,
8/6/22,end,NCM,22,21,1.38,1.38,1.38,21.97,7.85,45.8,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,RIL,22,31,3.01,3.01,3.01,21.89,7.85,54,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,RIH,22,31,7.12,7.12,7.12,21.89,7.85,54,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,MAI,22,9,1.43,1.43,1.43,21.89,7.85,54,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,MAK,22,19,2.54,2.54,2.54,21.89,7.85,54,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,MAM,22,14,1.27,1.27,1.27,21.89,7.85,54,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,MAB,18,9,0.93,0.93,0.93,21.83,7.86,46,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,RIG,18,17,7.34,7.34,7.34,21.83,7.86,46,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,RIE,18,13,2.72,2.72,2.72,21.83,7.86,46,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,MAA,18,30,3.63,3.63,3.63,21.83,7.86,46,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,NCG,18,21,1.41,1.41,1.41,21.92,7.83,41.5,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,NCE,18,15,1.33,1.33,1.33,21.92,7.83,41.5,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,MAC,18,24,8.78,8.78,8.78,21.92,7.83,41.5,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,RIF,18,18,5.2,5.2,5.2,21.92,7.83,41.5,,,,,,,,,,,,,,,,,,,,,,,
8/7/22,end,NCD,18,11,0.41,0.41,0.41,21.92,7.83,41.5,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,NCK,22,17,1.78,1.78,1.78,22.05,7.85,50.3,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,RIK,22,15,0.6,0.6,0.6,22.05,7.85,50.3,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,NCL,22,26,4.99,4.99,4.99,22.05,7.85,50.3,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,RIN,22,18,4,4,4,22.05,7.85,50.3,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,NCI,22,23,0.86,0.86,0.86,22.05,7.85,50.3,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,NCA,18,23,2.42,2.42,2.42,22.03,7.85,44.7,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,RID,18,21,4.22,4.22,4.22,22.03,7.85,44.7,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,RIA,18,19,3.65,3.65,3.65,22.03,7.85,44.7,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,MAD,18,8,0.49,0.49,0.49,22.03,7.85,44.7,,,,,,,,,,,,,,,,,,,,,,,
8/8/22,end,NCB,18,14,0.48,0.48,0.48,22.03,7.85,44.7,,,,,,,,,,,,,,,,,,,,,,,
8/9/22,end,MAF,18,27,2.29,2.29,2.29,21.91,7.85,48.4,,,,,,,,,,,,,,,,,,,,,,,
8/9/22,end,NCC,18,12,0.53,0.53,0.53,21.91,7.85,48.4,,,,,,,,,,,,,,,,,,,,,,,
8/9/22,end,RIC,18,26,6.07,6.07,6.07,21.91,7.85,48.4,,,,,,,,,,,,,,,,,,,,,,,
8/9/22,end,MAE,18,24,3.24,3.24,3.24,21.91,7.85,48.4,,,,,,,,,,,,,,,,,,,,,,,
8/9/22,end,RIB,18,23,2.65,2.65,2.65,21.91,7.85,48.4,,,,,,,,,,,,,,,,,,,,,,,
8/9/22,end,MAG,18,45,4.4,4.4,4.4,21.91,7.86,52.6,,,,,,,,,,,,,,,,,,,,,,,
8/9/22,end,NCF,18,18,0.95,0.95,0.95,21.91,7.86,52.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
