date,week,coral_ID,treatment_temp,ambient_temp,Fo_1,Fm_1,Fv/Fm_1,Fo_2,Fm_2,Fv/Fm_2,Fo_3,Fm_3,Fv/Fm_3,,,,,,,,,,,,
7/19/22,4,MAD,18,18,127,298,0.573,129,306,0.578,140,328,0.573,,,,,,,,,,,,
7/19/22,4,NCA,18,18,154,470,0.672,128,395,0.675,127,394,0.677,,,,,,,,,,,,
7/19/22,4,MAG,18,18,118,277,0.574,164,381,0.569,219,457,0.52,,,,,,,,,,,,
7/19/22,4,MAC,18,18,92,128,0.281,133,322,0.586,190,555,0.657,,,,,,,,,,,,
7/19/22,4,RIE,18,18,94,159,0.408,104,187,0.443,154,230,0.33,,,,,,,,,,,,
7/19/22,4,NCE,18,18,170,488,0.651,162,474,0.658,242,728,0.667,,,,,,,,,,,,
7/19/22,4,RIC,18,18,200,374,0.465,298,637,0.532,174,427,0.592,,,,,,,,,,,,
7/19/22,4,MAA,18,18,128,310,0.587,263,690,0.618,196,476,0.588,,,,,,,,,,,,
7/19/22,4,RIF,18,18,295,450,0.344,243,502,0.515,294,459,0.359,,,,,,,,,,,,
7/19/22,4,RID,18,18,337,567,0.405,268,531,0.495,127,227,0.44,,,,,,,,,,,,
7/19/22,4,NCC,18,18,185,516,0.641,219,655,0.665,210,624,0.663,,,,,,,,,,,,
7/19/22,4,RIB,18,18,233,436,0.465,355,681,0.478,183,331,0.447,,,,,,,,,,,,
7/19/22,4,NCD,18,18,239,668,0.642,227,631,0.64,252,714,0.647,,,,,,,,,,,,
7/19/22,4,RIG,18,18,104,234,0.555,172,381,0.548,96,209,0.54,,,,,,,,,,,,
7/19/22,4,MAB,18,18,176,351,0.498,230,507,0.546,188,369,0.49,,,,,,,,,,,,
7/19/22,4,MAE,18,18,178,331,0.462,131,296,0.557,172,325,0.47,,,,,,,,,,,,
7/19/22,4,RIA,18,18,182,247,0.263,165,343,0.518,376,415,0.093,,,,,,,,,,,,
7/19/22,4,MAF,18,18,266,538,0.505,43,95,0.547,168,373,0.549,,,,,,,,,,,,
7/19/22,4,NCB,18,18,230,635,0.637,185,532,0.652,149,447,0.666,,,,,,,,,,,,
7/19/22,4,MAAA,32,32,65,94,0.308,61,84,0.273,53,89,0.404,,,,,,,,,,,,
7/19/22,4,RIY,32,32,44,53,0.169,55,64,0.14,45,53,0.15,,,,,,,,,,,,
7/19/22,4,RIL,32,32,14,59,0.762,21,63,0.666,22,71,0.69,,,,,,,,,,,,
7/19/22,4,RIW,32,32,62,137,0.547,91,197,0.538,68,96,0.291,,,,,,,,,,,,
7/19/22,4,MAX,32,32,34,74,0.54,117,125,0.064,71,78,0.089,,,,,,,,,,,,
7/19/22,4,NCX,32,32,245,510,0.519,309,634,0.512,226,637,0.645,,,,,,,,,,,,
7/19/22,4,MAV,32,32,37,107,0.654,36,121,0.702,34,84,0.595,,,,,,,,,,,,
7/19/22,4,NCZ,32,32,454,667,0.319,365,628,0.418,354,571,0.38,,,,,,,,,,,,
7/19/22,4,MAAB,32,32,17,34,0.5,31,108,0.712,16,65,0.753,,,,,,,,,,,,
7/19/22,4,MAZ,32,32,33,87,0.62,54,125,0.568,51,136,0.625,,,,,,,,,,,,
7/19/22,4,NCAB,32,32,328,527,0.377,305,501,0.391,275,458,0.399,,,,,,,,,,,,
7/19/22,4,MAY,32,32,46,58,0.206,65,100,0.35,66,115,0.426,,,,,,,,,,,,
7/19/22,4,NCV,32,32,301,806,0.626,282,627,0.55,275,633,0.565,,,,,,,,,,,,
7/19/22,4,NCW,32,32,391,725,0.46,346,636,0.455,274,701,0.609,,,,,,,,,,,,
7/19/22,4,RIAB,32,32,73,77,0.051,50,57,0.122,69,80,0.137,,,,,,,,,,,,
7/19/22,4,RIX,32,32,99,102,0.029,72,79,0.088,19,36,0.472,,,,,,,,,,,,
7/19/22,4,MAW,32,32,121,124,0.024,90,137,0.343,50,72,0.305,,,,,,,,,,,,
7/19/22,4,RIV,32,32,60,70,0.142,30,42,0.285,57,64,0.109,,,,,,,,,,,,
7/19/22,4,NCAA,32,32,372,562,0.338,244,500,0.512,318,590,0.461,,,,,,,,,,,,
7/19/22,4,NCY,32,32,481,785,0.387,264,774,0.658,295,689,0.571,,,,,,,,,,,,
7/19/22,4,RIAA,32,32,259,278,0.068,156,163,0.042,249,332,0.25,,,,,,,,,,,,
7/22/22,4,RIO,28,28,223,343,0.349,244,408,0.401,235,394,0.403,,,,,,,,,,,,
7/22/22,4,MAP,28,28,114,222,0.486,112,280,0.6,122,283,0.568,,,,,,,,,,,,
7/22/22,4,MAU,28,28,210,549,0.617,195,485,0.597,183,482,0.62,,,,,,,,,,,,
7/22/22,4,NCT,28,28,252,407,0.38,266,459,0.42,216,338,0.36,,,,,,,,,,,,
7/22/22,4,MAO,28,28,184,403,0.543,135,308,0.561,158,374,0.577,,,,,,,,,,,,
7/22/22,4,MAR,28,28,271,524,0.482,215,383,0.438,223,403,0.446,,,,,,,,,,,,
7/22/22,4,NCS,28,28,233,789,0.704,208,668,0.688,204,677,0.698,,,,,,,,,,,,
7/22/22,4,MAQ,28,28,93,189,0.507,169,435,0.611,119,293,0.593,,,,,,,,,,,,
7/22/22,4,RIQ,28,28,313,489,0.359,271,453,0.401,347,489,0.29,,,,,,,,,,,,
7/22/22,4,RIR,28,28,391,613,0.362,278,585,0.524,329,534,0.383,,,,,,,,,,,,
7/22/22,4,NCR,28,28,158,529,0.701,95,283,0.664,195,658,0.703,,,,,,,,,,,,
7/22/22,4,NCU,28,28,193,560,0.655,187,600,0.688,208,633,0.671,,,,,,,,,,,,
7/22/22,4,RIP,28,28,141,265,0.467,496,750,0.338,409,667,0.386,,,,,,,,,,,,
7/22/22,4,MAS,28,28,439,603,0.271,341,489,0.302,302,402,0.248,,,,,,,,,,,,
7/22/22,4,NCQ,28,28,262,772,0.66,276,881,0.686,229,748,0.693,,,,,,,,,,,,
7/22/22,4,RIU,28,28,377,445,0.152,324,430,0.246,285,339,0.159,,,,,,,,,,,,
7/22/22,4,RIS,28,28,403,521,0.226,436,490,0.11,381,445,0.143,,,,,,,,,,,,
7/22/22,4,MAT,28,28,219,513,0.573,210,589,0.643,239,558,0.571,,,,,,,,,,,,
7/22/22,4,NCO,28,28,231,659,0.649,294,843,0.651,187,574,0.674,,,,,,,,,,,,
7/22/22,4,RIT,28,28,277,480,0.422,462,704,0.343,311,509,0.389,,,,,,,,,,,,
7/22/22,4,NCP,28,28,236,659,0.641,208,584,0.643,200,576,0.652,,,,,,,,,,,,
7/22/22,4,MAK,22,22,147,318,0.537,134,271,0.505,239,573,0.582,,,,,,,,,,,,
7/22/22,4,MAJ,22,22,215,308,0.301,193,448,0.569,252,690,0.634,,,,,,,,,,,,
7/22/22,4,RIN,22,22,187,399,0.531,179,440,0.593,95,235,0.595,,,,,,,,,,,,
7/22/22,4,RII,22,22,527,671,0.214,383,646,0.407,349,597,0.415,,,,,,,,,,,,
7/22/22,4,NCM,22,22,251,783,0.679,232,628,0.63,235,768,0.694,,,,,,,,,,,,
7/22/22,4,MAI,22,22,86,206,0.582,109,284,0.616,151,362,0.582,,,,,,,,,,,,
7/22/22,4,RIK,22,22,235,682,0.655,278,730,0.619,197,615,0.679,,,,,,,,,,,,
7/22/22,4,RIH,22,22,285,628,0.546,332,654,0.492,191,380,0.497,,,,,,,,,,,,
7/22/22,4,NCH,22,22,275,729,0.622,289,856,0.662,271,709,0.617,,,,,,,,,,,,
7/22/22,4,MAL,22,22,148,362,0.591,177,484,0.634,171,379,0.548,,,,,,,,,,,,
7/22/22,4,NCI,22,22,240,674,0.643,226,709,0.681,201,603,0.666,,,,,,,,,,,,
7/22/22,4,NCK,22,22,204,541,0.622,216,625,0.654,264,729,0.637,,,,,,,,,,,,
7/22/22,4,RIJ,22,22,323,544,0.406,349,544,0.358,313,565,0.446,,,,,,,,,,,,
7/22/22,4,RIM,22,22,264,501,0.473,267,539,0.504,326,615,0.469,,,,,,,,,,,,
7/22/22,4,NCJ,22,22,261,739,0.646,209,669,0.687,226,735,0.692,,,,,,,,,,,,
7/22/22,4,NCN,22,22,202,605,0.666,235,726,0.676,208,683,0.695,,,,,,,,,,,,
7/22/22,4,MAN,22,22,197,372,0.47,144,348,0.586,172,422,0.592,,,,,,,,,,,,
7/22/22,4,MAM,22,22,59,195,0.697,74,192,0.614,79,226,0.65,,,,,,,,,,,,
7/22/22,4,MAH,22,22,195,587,0.667,168,494,0.659,192,599,0.679,,,,,,,,,,,,
7/22/22,4,NCL,22,22,157,393,0.6,74,145,0.489,214,534,0.599,,,,,,,,,,,,
7/22/22,4,RIL,22,22,335,406,0.174,579,720,0.195,349,527,0.337,,,,,,,,,,,,
7/26/22,5,RIC,18,18,233,380,0.386,215,288,0.253,279,658,0.575,,,,,,,,,,,,
7/26/22,5,MAF,18,18,255,634,0.597,87,228,0.618,150,333,0.549,,,,,,,,,,,,
7/26/22,5,RID,18,18,294,543,0.458,166,374,0.556,234,539,0.565,,,,,,,,,,,,
7/26/22,5,NCA,18,18,108,332,0.674,104,315,0.669,204,663,0.692,,,,,,,,,,,,
7/26/22,5,NCE,18,18,224,675,0.668,198,553,0.641,163,452,0.639,,,,,,,,,,,,
7/26/22,5,NCC,18,18,148,439,0.662,178,544,0.672,201,617,0.674,,,,,,,,,,,,
7/26/22,5,MAA,18,18,408,654,0.376,264,688,0.616,274,502,0.454,,,,,,,,,,,,
7/26/22,5,NCD,18,18,243,644,0.622,238,614,0.612,197,538,0.633,,,,,,,,,,,,
7/26/22,5,RIF,18,18,209,372,0.438,190,377,0.496,242,505,0.52,,,,,,,,,,,,
7/26/22,5,NCB,18,18,219,671,0.673,199,645,0.691,144,482,0.701,,,,,,,,,,,,
7/26/22,5,MAG,18,18,341,500,0.318,172,413,0.583,190,373,0.49,,,,,,,,,,,,
7/26/22,5,MAB,18,18,243,529,0.54,123,333,0.63,236,570,0.585,,,,,,,,,,,,
7/26/22,5,MAE,18,18,211,453,0.534,175,394,0.555,182,354,0.485,,,,,,,,,,,,
7/26/22,5,MAC,18,18,134,309,0.566,101,228,0.557,197,336,0.413,,,,,,,,,,,,
7/26/22,5,RIB,18,18,235,353,0.334,363,694,0.476,265,449,0.409,,,,,,,,,,,,
7/26/22,5,RIE,18,18,222,397,0.44,165,281,0.412,149,296,0.496,,,,,,,,,,,,
7/26/22,5,NCG,18,18,248,690,0.64,238,685,0.652,219,626,0.65,,,,,,,,,,,,
7/26/22,5,NCF,18,18,250,643,0.611,231,651,0.645,195,525,0.628,,,,,,,,,,,,
7/26/22,5,RIG,18,18,152,280,0.457,77,189,0.592,154,325,0.526,,,,,,,,,,,,
7/26/22,5,RIA,18,18,168,259,0.351,180,387,0.534,203,401,0.493,,,,,,,,,,,,
7/26/22,5,MAD,18,18,149,358,0.583,157,388,0.595,150,359,0.582,,,,,,,,,,,,
7/26/22,5,RIZ,32,32,34,57,0.403,51,88,0.42,38,61,0.377,,,,,,,,,,,,
7/26/22,5,MAZ,32,32,60,134,0.552,50,102,0.509,84,176,0.522,,,,,,,,,,,,
7/26/22,5,NCZ,32,32,488,627,0.221,430,582,0.261,409,575,0.288,,,,,,,,,,,,
7/26/22,5,NCV,32,32,258,664,0.611,219,712,0.692,213,636,0.665,,,,,,,,,,,,
7/26/22,5,RIY,32,32,32,46,0.304,24,41,0.414,59,65,0.092,,,,,,,,,,,,
7/26/22,5,MAV,32,32,33,109,0.697,48,155,0.69,32,90,0.644,,,,,,,,,,,,
7/26/22,5,NCAB,32,32,279,471,0.407,190,459,0.586,258,481,0.463,,,,,,,,,,,,
7/26/22,5,RIAA,32,32,96,121,0.206,220,315,0.301,191,212,0.099,,,,,,,,,,,,
7/26/22,5,MAY,32,32,28,44,0.363,33,65,0.492,59,126,0.531,,,,,,,,,,,,
7/26/22,5,NCX,32,32,200,458,0.563,208,565,0.631,178,428,0.584,,,,,,,,,,,,
7/26/22,5,RIX,32,32,28,41,0.317,19,46,0.586,37,58,0.362,,,,,,,,,,,,
7/26/22,5,NCW,32,32,340,689,0.506,251,654,0.616,392,735,0.466,,,,,,,,,,,,
7/26/22,5,MAAB,32,32,25,41,0.39,47,90,0.477,39,110,0.645,,,,,,,,,,,,
7/26/22,5,MAAA,32,32,20,35,0.428,44,66,0.333,33,60,0.45,,,,,,,,,,,,
7/26/22,5,RIW,32,32,45,114,0.605,53,149,0.644,57,124,0.54,,,,,,,,,,,,
7/26/22,5,NCAA,32,32,280,571,0.509,303,546,0.445,283,483,0.414,,,,,,,,,,,,
7/26/22,5,NCY,32,32,240,720,0.666,390,659,0.408,377,783,0.518,,,,,,,,,,,,
7/26/22,5,RIAB,32,32,35,47,0.255,52,60,0.133,75,91,0.175,,,,,,,,,,,,
7/26/22,5,MAW,32,32,70,134,0.477,83,149,0.442,98,154,0.363,,,,,,,,,,,,
7/26/22,5,MAX,32,32,38,90,0.577,37,70,0.471,91,109,0.165,,,,,,,,,,,,
7/26/22,5,RIV,32,32,23,39,0.41,20,38,0.473,33,58,0.431,,,,,,,,,,,,
7/26/22,5,MAU,28,28,187,497,0.623,239,574,0.583,184,442,0.583,,,,,,,,,,,,
7/26/22,5,RIT,28,28,394,640,0.384,397,602,0.34,243,424,0.426,,,,,,,,,,,,
7/26/22,5,NCQ,28,28,275,915,0.699,223,750,0.702,289,898,0.678,,,,,,,,,,,,
7/26/22,5,RIP,28,28,385,667,0.422,437,780,0.439,377,710,0.469,,,,,,,,,,,,
7/26/22,5,MAT,28,28,246,619,0.602,224,554,0.595,230,573,0.598,,,,,,,,,,,,
7/26/22,5,MAP,28,28,114,263,0.566,107,254,0.578,112,262,0.572,,,,,,,,,,,,
7/26/22,5,NCP,28,28,214,692,0.69,220,667,0.67,207,621,0.666,,,,,,,,,,,,
7/26/22,5,NCO,28,28,213,705,0.697,264,759,0.652,199,649,0.693,,,,,,,,,,,,
7/26/22,5,RIU,28,28,346,467,0.259,179,285,0.371,357,533,0.33,,,,,,,,,,,,
7/26/22,5,MAQ,28,28,88,177,0.502,143,292,0.51,118,249,0.526,,,,,,,,,,,,
7/26/22,5,RIS,28,28,373,456,0.182,295,520,0.432,383,491,0.219,,,,,,,,,,,,
7/26/22,5,NCT,28,28,263,529,0.502,277,503,0.449,278,588,0.527,,,,,,,,,,,,
7/26/22,5,MAO,28,28,167,340,0.508,117,259,0.548,130,287,0.547,,,,,,,,,,,,
7/26/22,5,MAS,28,28,291,422,0.31,266,413,0.355,298,447,0.333,,,,,,,,,,,,
7/26/22,5,RIO,28,28,204,339,0.398,229,429,0.466,196,332,0.409,,,,,,,,,,,,
7/26/22,5,RIQ,28,28,255,486,0.475,232,450,0.484,243,449,0.458,,,,,,,,,,,,
7/26/22,5,NCS,28,28,243,748,0.675,164,540,0.696,205,690,0.702,,,,,,,,,,,,
7/26/22,5,RIR,28,28,353,672,0.474,252,523,0.518,189,413,0.542,,,,,,,,,,,,
7/26/22,5,MAR,28,28,197,340,0.42,263,492,0.465,250,514,0.513,,,,,,,,,,,,
7/26/22,5,NCR,28,28,119,382,0.688,138,467,0.704,189,637,0.703,,,,,,,,,,,,
7/26/22,5,NCU,28,28,260,778,0.665,202,618,0.673,237,733,0.676,,,,,,,,,,,,
7/26/22,5,RIM,22,22,371,404,0.081,343,478,0.282,379,542,0.3,,,,,,,,,,,,
7/26/22,5,MAM,22,22,51,134,0.619,79,225,0.648,82,209,0.607,,,,,,,,,,,,
7/26/22,5,MAJ,22,22,160,380,0.578,267,541,0.506,212,533,0.602,,,,,,,,,,,,
7/26/22,5,MAH,22,22,180,582,0.69,138,449,0.692,180,555,0.675,,,,,,,,,,,,
7/26/22,5,RIJ,22,22,346,620,0.441,381,579,0.341,277,569,0.513,,,,,,,,,,,,
7/26/22,5,RIL,22,22,342,496,0.31,346,650,0.467,275,484,0.431,,,,,,,,,,,,
7/26/22,5,RIK,22,22,207,639,0.676,170,577,0.705,176,561,0.686,,,,,,,,,,,,
7/26/22,5,MAI,22,22,92,206,0.553,86,191,0.549,133,335,0.602,,,,,,,,,,,,
7/26/22,5,NCL,22,22,140,354,0.604,95,206,0.538,87,224,0.611,,,,,,,,,,,,
7/26/22,5,RII,22,22,379,693,0.453,363,805,0.549,326,727,0.551,,,,,,,,,,,,
7/26/22,5,MAN,22,22,123,314,0.608,105,284,0.63,127,318,0.6,,,,,,,,,,,,
7/26/22,5,NCI,22,22,217,656,0.669,230,701,0.671,157,521,0.698,,,,,,,,,,,,
7/26/22,5,RIH,22,22,158,357,0.557,179,433,0.586,126,280,0.55,,,,,,,,,,,,
7/26/22,5,NCM,22,22,226,672,0.663,241,765,0.684,180,568,0.683,,,,,,,,,,,,
7/26/22,5,NCN,22,22,234,759,0.691,203,603,0.663,237,740,0.679,,,,,,,,,,,,
7/26/22,5,NCK,22,22,243,670,0.637,261,733,0.643,239,655,0.635,,,,,,,,,,,,
7/26/22,5,NCH,22,22,243,648,0.625,243,683,0.644,193,567,0.659,,,,,,,,,,,,
7/26/22,5,RIH,22,22,288,615,0.531,261,533,0.51,112,231,0.515,,,,,,,,,,,,
7/26/22,5,MAK,22,22,311,500,0.378,153,281,0.455,276,454,0.392,,,,,,,,,,,,
7/26/22,5,NCJ,22,22,240,710,0.661,180,563,0.68,225,693,0.675,,,,,,,,,,,,
7/26/22,5,MAL,22,22,170,381,0.553,168,363,0.537,167,500,0.666,,,,,,,,,,,,
8/1/22,6,NCAB,32,32,242,396,0.388,185,340,0.455,195,365,0.465,,,,,,,,,,,,
8/1/22,6,RIAB,32,32,30,43,0.302,44,57,0.228,36,52,0.307,,,,,,,,,,,,
8/1/22,6,NCAA,32,32,304,545,0.442,223,453,0.507,193,487,0.603,,,,,,,,,,,,
8/1/22,6,MAZ,32,32,61,140,0.564,80,186,0.569,60,142,0.577,,,,,,,,,,,,
8/2/22,6,NCZ,32,32,267,344,0.223,189,298,0.365,336,399,0.157,,,,,,,,,,,,
8/2/22,6,MAY,32,32,19,39,0.512,60,103,0.417,64,111,0.423,,,,,,,,,,,,
8/2/22,6,NCX,32,32,345,525,0.342,189,472,0.599,251,605,0.585,,,,,,,,,,,,
8/2/22,6,RIY,32,32,36,49,0.265,25,39,0.358,22,36,0.388,,,,,,,,,,,,
8/2/22,6,MAAB,32,32,424,562,0.245,31,42,0.261,356,519,0.314,,,,,,,,,,,,
8/2/22,6,NCW,32,32,319,635,0.497,334,537,0.378,313,518,0.395,,,,,,,,,,,,
8/2/22,6,MAW,32,32,62,74,0.162,66,90,0.266,63,109,0.422,,,,,,,,,,,,
8/2/22,6,RIW,32,32,130,294,0.557,133,304,0.562,86,200,0.57,,,,,,,,,,,,
8/3/22,6,RIAA,32,32,35,74,0.527,38,84,0.547,33,72,0.541,,,,,,,,,,,,
8/3/22,6,MAX,32,32,19,47,0.595,26,63,0.587,14,40,0.65,,,,,,,,,,,,
8/3/22,6,NCV,32,32,259,696,0.627,275,754,0.635,215,468,0.54,,,,,,,,,,,,
8/3/22,6,NCY,32,32,70,81,0.135,64,89,0.28,163,251,0.35,,,,,,,,,,,,
8/3/22,6,RIV,32,32,11,32,0.656,20,41,0.512,11,32,0.656,,,,,,,,,,,,
8/4/22,6,RIX,32,32,33,57,0.421,24,42,0.428,23,47,0.51,,,,,,,,,,,,
8/4/22,6,RIZ,32,32,59,92,0.358,51,79,0.354,40,88,0.545,,,,,,,,,,,,
8/4/22,6,MAV,32,32,46,109,0.577,54,151,0.642,61,163,0.625,,,,,,,,,,,,
8/4/22,6,MAAA,32,32,105,156,0.326,86,150,0.426,27,54,0.5,,,,,,,,,,,,
8/4/22,6,MAP,28,28,136,302,0.549,148,274,0.459,125,299,0.581,,,,,,,,,,,,
8/4/22,6,RIT,28,28,320,583,0.451,297,494,0.398,317,615,0.484,,,,,,,,,,,,
8/4/22,6,NCP,28,28,273,567,0.518,215,566,0.62,202,532,0.62,,,,,,,,,,,,
8/4/22,6,MAQ,28,28,219,426,0.485,226,468,0.517,136,303,0.551,,,,,,,,,,,,
8/4/22,6,NCO,28,28,223,615,0.637,206,576,0.642,201,632,0.681,,,,,,,,,,,,
8/4/22,6,NCR,28,28,152,451,0.662,158,434,0.635,139,445,0.687,,,,,,,,,,,,
8/4/22,6,RIO,28,28,425,609,0.302,350,579,0.395,189,352,0.463,,,,,,,,,,,,
8/4/22,6,NCS,28,28,290,722,0.598,272,781,0.651,272,781,0.651,,,,,,,,,,,,
8/5/22,6,NCQ,28,28,286,870,0.671,217,706,0.692,205,636,0.677,,,,,,,,,,,,
8/5/22,6,RIU,28,28,353,379,0.068,283,389,0.272,190,311,0.389,,,,,,,,,,,,
8/5/22,6,MAO,28,28,164,396,0.585,213,385,0.446,175,423,0.586,,,,,,,,,,,,
8/5/22,6,RIP,28,28,254,483,0.474,353,721,0.51,316,720,0.561,,,,,,,,,,,,
8/5/22,6,NCT,28,28,249,375,0.336,265,463,0.427,387,491,0.211,,,,,,,,,,,,
8/5/22,6,RIQ,28,28,250,443,0.435,279,423,0.34,242,461,0.475,,,,,,,,,,,,
8/5/22,6,MAU,28,28,247,614,0.597,212,531,0.6,216,440,0.509,,,,,,,,,,,,
8/5/22,6,RIR,28,28,324,536,0.395,299,556,0.462,283,572,0.505,,,,,,,,,,,,
8/5/22,6,MAS,28,28,437,550,0.205,405,551,0.264,465,637,0.27,,,,,,,,,,,,
8/5/22,6,NCU,28,28,221,511,0.567,252,624,0.596,241,506,0.523,,,,,,,,,,,,
8/5/22,6,RIS,28,28,254,703,0.638,175,598,0.707,112,385,0.709,,,,,,,,,,,,
8/5/22,6,MAR,28,28,369,584,0.368,300,435,0.31,266,327,0.186,,,,,,,,,,,,
8/5/22,6,MAT,28,28,252,423,0.404,212,324,0.345,192,340,0.435,,,,,,,,,,,,
8/6/22,6,MAH,22,22,177,577,0.693,153,500,0.694,123,418,0.705,,,,,,,,,,,,
8/6/22,6,NCN,22,22,216,626,0.654,232,660,0.648,202,685,0.705,,,,,,,,,,,,
8/6/22,6,MAJ,22,22,331,346,0.043,362,410,0.117,285,425,0.329,,,,,,,,,,,,
8/6/22,6,MAN,22,22,136,336,0.595,113,279,0.594,144,347,0.585,,,,,,,,,,,,
8/6/22,6,NCK,22,22,108,297,0.636,110,299,0.632,259,696,0.627,,,,,,,,,,,,
8/6/22,6,RII,22,22,410,773,0.469,328,471,0.303,333,637,0.477,,,,,,,,,,,,
8/6/22,6,NCJ,22,22,231,645,0.641,199,619,0.678,204,661,0.691,,,,,,,,,,,,
8/6/22,6,MAL,22,22,218,574,0.62,133,343,0.612,103,286,0.639,,,,,,,,,,,,
8/6/22,6,RIM,22,22,240,520,0.538,545,598,0.088,186,354,0.474,,,,,,,,,,,,
8/6/22,6,NCH,22,22,280,720,0.611,235,686,0.657,383,782,0.51,,,,,,,,,,,,
8/6/22,6,RIJ,22,22,343,621,0.447,264,437,0.395,323,504,0.359,,,,,,,,,,,,
8/6/22,6,NCM,22,22,165,570,0.71,136,436,0.688,231,738,0.686,,,,,,,,,,,,
8/7/22,6,RIL,22,22,346,567,0.389,225,478,0.529,342,696,0.508,,,,,,,,,,,,
8/7/22,6,RIH,22,22,271,606,0.552,219,457,0.52,272,527,0.483,,,,,,,,,,,,
8/7/22,6,MAI,22,22,218,574,0.62,133,343,0.612,103,286,0.639,,,,,,,,,,,,
8/7/22,6,MAK,22,22,214,417,0.486,202,470,0.57,211,531,0.602,,,,,,,,,,,,
8/7/22,6,MAM,22,22,103,241,0.572,79,211,0.625,171,527,0.675,,,,,,,,,,,,
8/7/22,6,MAB,18,18,183,491,0.627,216,484,0.553,232,743,0.687,,,,,,,,,,,,
8/7/22,6,RIG,18,18,164,335,0.51,222,499,0.555,102,309,0.669,,,,,,,,,,,,
8/7/22,6,RIE,18,18,227,517,0.56,173,324,0.466,174,482,0.639,,,,,,,,,,,,
8/7/22,6,MAA,18,18,329,656,0.498,239,588,0.593,221,626,0.646,,,,,,,,,,,,
8/7/22,6,NCG,18,18,279,656,0.574,235,698,0.663,189,555,0.659,,,,,,,,,,,,
8/7/22,6,NCE,18,18,244,696,0.649,252,738,0.658,239,745,0.679,,,,,,,,,,,,
8/7/22,6,MAC,18,18,217,416,0.478,177,406,0.564,128,301,0.574,,,,,,,,,,,,
8/7/22,6,RIF,18,18,270,524,0.484,178,393,0.547,261,506,0.484,,,,,,,,,,,,
8/7/22,6,NCD,18,18,216,588,0.632,217,597,0.636,211,580,0.636,,,,,,,,,,,,
8/8/22,6,NCK,22,22,133,360,0.63,165,478,0.654,231,637,0.637,,,,,,,,,,,,
8/8/22,6,RIK,22,22,212,571,0.628,199,648,0.692,169,493,0.657,,,,,,,,,,,,
8/8/22,6,NCL,22,22,161,408,0.605,180,378,0.523,106,308,0.655,,,,,,,,,,,,
8/8/22,6,RIN,22,22,135,338,0.6,191,523,0.634,174,362,0.519,,,,,,,,,,,,
8/8/22,6,NCI,22,22,182,537,0.661,147,456,0.677,224,666,0.663,,,,,,,,,,,,
8/8/22,6,NCA,18,18,185,542,0.658,141,467,0.698,111,368,0.698,,,,,,,,,,,,
8/8/22,6,RID,18,18,276,537,0.486,299,627,0.523,222,541,0.589,,,,,,,,,,,,
8/8/22,6,RIA,18,18,229,381,0.398,135,280,0.517,87,217,0.599,,,,,,,,,,,,
8/8/22,6,MAD,18,18,195,422,0.537,180,490,0.632,89,258,0.655,,,,,,,,,,,,
8/8/22,6,NCB,18,18,207,654,0.683,177,555,0.681,178,592,0.699,,,,,,,,,,,,
8/9/22,6,MAF,18,18,211,444,0.524,226,502,0.549,117,341,0.656,,,,,,,,,,,,
8/9/22,6,NCC,18,18,143,481,0.702,160,552,0.71,184,622,0.704,,,,,,,,,,,,
8/9/22,6,RIC,18,18,292,674,0.566,242,486,0.502,136,290,0.531,,,,,,,,,,,,
8/9/22,6,MAE,18,18,225,387,0.418,189,481,0.607,171,446,0.616,,,,,,,,,,,,
8/9/22,6,RIB,18,18,200,379,0.472,254,506,0.498,155,492,0.684,,,,,,,,,,,,
8/9/22,6,NCF,18,18,219,530,0.586,220,621,0.645,210,539,0.61,,,,,,,,,,,,
8/9/22,6,MAG,18,18,193,450,0.571,189,533,0.645,267,594,0.55,,,,,,,,,,,,
8/9/22,7,NCL,22,18,103,207,0.502,195,534,0.634,127,262,0.515,,,,,,,,,,,,
8/9/22,7,RII,22,18,341,554,0.384,326,618,0.472,335,671,0.5,,,,,,,,,,,,
8/9/22,7,MAL,22,18,206,560,0.632,153,384,0.601,159,429,0.629,,,,,,,,,,,,
8/9/22,7,NCJ,22,18,219,676,0.676,171,591,0.71,187,620,0.698,,,,,,,,,,,,
8/9/22,7,NCN,22,18,218,755,0.711,171,581,0.705,220,732,0.699,,,,,,,,,,,,
8/9/22,7,MAH,22,18,175,557,0.685,175,561,0.688,132,439,0.699,,,,,,,,,,,,
8/9/22,7,MAJ,22,18,309,637,0.514,284,568,0.5,143,270,0.47,,,,,,,,,,,,
8/9/22,7,MAN,22,18,114,304,0.625,106,306,0.653,116,339,0.657,,,,,,,,,,,,
8/10/22,7,MAK,22,18,137,313,0.562,52,126,0.587,136,433,0.662,,,,,,,,,,,,
8/10/22,7,RIH,22,18,149,334,0.533,286,545,0.475,128,392,0.576,,,,,,,,,,,,
8/10/22,7,NCK,22,18,97,263,0.631,99,283,0.65,170,489,0.652,,,,,,,,,,,,
8/10/22,7,RIM,22,18,254,413,0.384,202,356,0.432,142,313,0.546,,,,,,,,,,,,
8/10/22,7,RIN,22,18,150,368,0.592,168,374,0.55,159,350,0.545,,,,,,,,,,,,
8/10/22,7,RIJ,22,18,221,491,0.549,292,588,0.503,63,297,0.695,,,,,,,,,,,,
8/10/22,7,RIK,22,18,125,398,0.685,276,813,0.66,201,616,0.673,,,,,,,,,,,,
