date,week,coral_ID,treatment_temp,ambient_temp,Fo_1,Fm_1,Fv/Fm_1,Fo_2,Fm_2,Fv/Fm_2,Fo_3,Fm_3,Fv/Fm_3,,,,,,,,,,,,
8/10/22,7,RIL,22,18,239,597,0.528,263,556,0.526,223,582,0.537,,,,,,,,,,,,
8/10/22,7,MAM,22,18,195,630,0.69,134,427,0.686,75,254,0.704,,,,,,,,,,,,
8/10/22,7,NCM,22,18,190,599,0.682,143,447,0.68,176,587,0.689,,,,,,,,,,,,
8/11/22,7,NCH,22,18,254,735,0.654,199,643,0.69,232,707,0.671,,,,,,,,,,,,
8/11/22,7,RIO,28,18,319,598,0.466,203,445,0.543,208,464,0.551,,,,,,,,,,,,
8/11/22,7,NCO,28,18,212,738,0.712,236,794,0.702,216,728,0.703,,,,,,,,,,,,
8/11/22,7,NCI,22,18,217,699,0.689,247,818,0.698,274,794,0.654,,,,,,,,,,,,
8/11/22,7,MAI,22,18,182,424,0.57,176,563,0.687,142,376,0.622,,,,,,,,,,,,
8/11/22,7,MAO,28,18,178,367,0.514,155,313,0.504,159,287,0.445,,,,,,,,,,,,
8/11/22,7,NCP,28,18,230,767,0.7,223,712,0.686,228,682,0.665,,,,,,,,,,,,
8/11/22,7,NCQ,28,18,235,811,0.71,272,972,0.72,201,675,0.702,,,,,,,,,,,,
8/11/22,7,RIP,28,18,475,536,0.113,471,585,0.194,334,449,0.256,,,,,,,,,,,,
8/11/22,7,MAP,28,18,112,332,0.662,166,554,0.7,108,351,0.692,,,,,,,,,,,,
8/11/22,7,MAR,28,18,408,575,0.29,206,361,0.429,175,278,0.37,,,,,,,,,,,,
8/11/22,7,RIR,28,18,387,588,0.341,441,702,0.371,395,651,0.393,,,,,,,,,,,,
8/11/22,7,MAQ,28,18,184,395,0.534,146,349,0.581,139,333,0.582,,,,,,,,,,,,
8/11/22,7,RIQ,28,18,283,480,0.41,227,507,0.552,323,526,0.385,,,,,,,,,,,,
8/11/22,7,NCR,28,18,103,433,0.762,135,420,0.678,164,538,0.695,,,,,,,,,,,,
8/12/22,7,MAS,28,18,367,607,0.395,137,440,0.688,304,596,0.489,,,,,,,,,,,,
8/12/22,7,RIT,28,18,372,616,0.396,375,610,0.385,187,376,0.502,,,,,,,,,,,,
8/12/22,7,RIS,28,18,229,760,0.698,138,538,0.743,182,684,0.733,,,,,,,,,,,,
8/12/22,7,NCT,28,18,246,422,0.417,233,411,0.433,261,519,0.497,,,,,,,,,,,,
8/12/22,7,NCS,28,18,288,780,0.63,214,714,0.7,194,658,0.705,,,,,,,,,,,,
8/12/22,7,MAU,28,18,251,470,0.465,130,338,0.615,237,486,0.512,,,,,,,,,,,,
8/12/22,7,NCU,28,18,206,549,0.624,287,737,0.61,234,646,0.637,,,,,,,,,,,,
8/12/22,7,NCV,32,18,103,433,0.762,135,420,0.678,164,538,0.695,,,,,,,,,,,,
8/12/22,7,RIU,28,18,175,292,0.4,248,466,0.467,290,480,0.395,,,,,,,,,,,,
8/12/22,7,MAT,28,18,250,445,0.438,157,373,0.579,163,301,0.458,,,,,,,,,,,,
8/12/22,7,NCW,32,18,402,560,0.282,334,642,0.479,317,622,0.49,,,,,,,,,,,,
8/12/22,7,MAW,32,18,93,169,0.449,47,68,0.308,109,186,0.413,,,,,,,,,,,,
8/12/22,7,MAV,32,18,35,106,0.669,37,114,0.675,46,147,0.687,,,,,,,,,,,,
8/12/22,7,RIW,32,18,93,302,0.692,116,311,0.627,109,320,0.659,,,,,,,,,,,,
8/12/22,7,RIV,32,18,14,34,0.588,107,254,0.578,75,168,0.553,,,,,,,,,,,,
8/13/22,7,MAX,32,18,38,86,0.558,32,81,0.604,36,80,0.55,,,,,,,,,,,,
8/13/22,7,RIX,32,18,41,95,0.568,22,46,0.521,49,82,0.402,,,,,,,,,,,,
8/13/22,7,NCY,32,18,36,72,0.5,76,155,0.509,114,239,0.523,,,,,,,,,,,,
8/13/22,7,NCX,32,18,252,475,0.469,386,602,0.358,223,384,0.419,,,,,,,,,,,,
8/13/22,7,RIY,32,18,37,51,0.274,37,71,0.478,25,44,0.431,,,,,,,,,,,,
8/13/22,7,MAZ,32,18,60,186,0.677,68,207,0.671,43,117,0.632,,,,,,,,,,,,
8/13/22,7,NCZ,32,18,279,373,0.252,262,345,0.24,207,392,0.471,,,,,,,,,,,,
8/13/22,7,RIZ,32,18,74,158,0.531,46,101,0.544,61,137,0.554,,,,,,,,,,,,
8/13/22,7,NCAA,32,18,331,492,0.327,167,258,0.352,243,390,0.376,,,,,,,,,,,,
8/13/22,7,MAY,32,18,85,161,0.472,89,163,0.453,73,159,0.54,,,,,,,,,,,,
8/13/22,7,RIAB,32,18,29,43,0.325,56,74,0.243,62,80,0.225,,,,,,,,,,,,
8/13/22,7,MAAA,32,18,52,72,0.277,28,52,0.461,68,87,0.218,,,,,,,,,,,,
8/13/22,7,NCAB,32,18,179,541,0.669,147,434,0.661,187,503,0.628,,,,,,,,,,,,
8/13/22,7,MAAB,32,18,436,555,0.214,398,531,0.25,10,38,0.736,,,,,,,,,,,,
8/13/22,7,RIAA,32,18,48,128,0.625,31,58,0.465,36,93,0.612,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
